name,console,genre,region,publisher,views,download,released,rate,site,link
Evil Twin: Cyprien's Chronicles,Sega Dreamcast,action,None,Ubi Soft Entertainment Software,"1,074",695,None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/evil-twin-cypriens-chronicles.html
First Kiss Story,Sega Dreamcast,"N,o,n,e",Japan,None,782,693,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/first-kiss-story.html
Phantasy Star Online Ver. 2,Sega Dreamcast,"role-playing,sports",None,Microsoft,849,688,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/phantasy-star-online-ver-2.html
Shadow Man,Sega Dreamcast,"action,adventure",None,Acclaim Entertainment,874,684,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/shadow-man-2.html
The Typing of the Dead,Sega Dreamcast,action,None,SEGA,"1,158",682,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/the-typing-of-the-dead.html
Confidential Mission,Sega Dreamcast,shooter,None,SEGA,870,676,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/confidential-mission.html
Quake III Arena,Sega Dreamcast,shooter,None,SEGA,881,671,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/quake-iii-arena.html
Heavy Metal: Geomatrix,Sega Dreamcast,fighting,None,Capcom,"1,075",671,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/heavy-metal-geomatrix.html
Tokyo Xtreme Racer 2,Sega Dreamcast,racing,Japan,Crave Entertainment,"1,080",665,None,2.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/tokyo-xtreme-racer-2.html
Macross M3,Sega Dreamcast,"N,o,n,e",None,Shoeisha,"1,345",664,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/macross-m3.html
Project Justice,Sega Dreamcast,fighting,Japan,Capcom,"1,217",657,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/project-justice.html
Shin Nippon Pro Wrestling: Toukon Retsuden 4,Sega Dreamcast,"fighting,sports",Japan,Tomy Corporation,"1,339",655,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/shin-nippon-pro-wrestling-toukon-retsuden-4.html
Vigilante 8: 2nd Offense,Sega Dreamcast,"action,racing",Japan,Activision,903,648,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/vigilante-8-2nd-offense.html
Twinkle Star Sprites,Sega Dreamcast,"action,shooter",None,SNK Playmore,"1,255",649,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/twinkle-star-sprites.html
Roommania #203,Sega Dreamcast,life-simulation,None,Sega Enterprises Ltd.,"1,306",649,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/roommania-203.html
Tantei Shinshi Dash!,Sega Dreamcast,adventure,None,None,844,643,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/tantei-shinshi-dash.html
Kiss: Psycho Circus: The Nightmare Child,Sega Dreamcast,"horror,shooter",None,GoD,"1,024",640,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/kiss-psycho-circus-the-nightmare-child.html
Evil Dead: Hail to the King,Sega Dreamcast,horror,None,THQ,892,630,None,3.7/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/evil-dead-hail-to-the-king-2.html
Godzilla Generations,Sega Dreamcast,adventure,None,Sega Enterprises Ltd.,"1,080",627,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/godzilla-generations.html
Rez,Sega Dreamcast,"music,shooter",None,SEGA,837,624,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/rez.html
The King of Fighters 2000,Sega Dreamcast,fighting,None,SNK,"1,237",621,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/the-king-of-fighters-2000.html
Silent Scope,Sega Dreamcast,shooter,None,Konami,779,618,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/silent-scope-3.html
Speed Devils,Sega Dreamcast,racing,None,Ubisoft,727,616,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/speed-devils.html
Eve Zero Kanzenban: Ark of the Matter,Sega Dreamcast,adventure,Japan,NetVillage,919,610,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/eve-zero-kanzenban-ark-of-the-matter.html
Saka Tsuku Tokudaigou 2: J. League Pro Soccer Club o Tsukurou!,Sega Dreamcast,sports,None,SEGA,"1,193",608,None,4/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/saka-tsuku-tokudaigou-2-j-league-pro-soccer-club-o-tsukurou.html
Godzilla Generations Maximum Impact,Sega Dreamcast,shooter,None,Sega Enterprises Ltd.,"2,543",608,None,3.3/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/godzilla-generations-maximum-impact.html
Toy Story 2: Buzz Lightyear to the Rescue!,Sega Dreamcast,"action,adventure",France,Activision Publishing,887,608,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/toy-story-2-buzz-lightyear-to-the-rescue-2.html
AeroWings 2: Airstrike,Sega Dreamcast,flight-simulator,Japan,Crave Entertainment,"1,284",603,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/aerowings-2-airstrike.html
Vampire Chronicle for Matching Service,Sega Dreamcast,fighting,None,Capcom,"1,344",601,None,3.5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/vampire-chronicle-for-matching-service.html
Sydney 2000,Sega Dreamcast,sports,None,Eidos,619,600,None,5/5 (1 vote),ROMSFUN.com,https://romsfun.com/roms/dreamcast/sydney-2000-2.html
